Restaurant Name,Total Reviews,Reviewer,Review Text,Rating
Pai Northern Thai Kitchen,3788,Dan L.,"I highly recommend this restaurant.  Like the other reviews, this is an authentic northern Thai restaurant with a cool vibe and a long line-up out the door, so I highly recommend making a reservation.
The other Yelp reviewers are right, the best dishes are Gaeng Masaman Beef and Khao Soi Curry.  I ordered the Masaman Beef and sampled the Khao Soi and they were both very tasty and good portion sizes.
This restaurant is a little cramped and the seating is not super comfortable but the food is delicious.  Enjoy",5
Pai Northern Thai Kitchen,3788,Chris J.,"Nom, nom, nom. Everything we got was delicious. We had a plate of chicken skewers for an appetizer. It came with two different sauces: one pasty and the other like a vinaigrette. Chef Nuit Pad Thai was tasty. I got it mild, but I think I could have gone for medium or even spicier for more flavour. Green curry that was served in a coconut was amazing. 
The restaurant was crazy busy on an early Friday evening yet the service was pretty fast and attentive. This place is small so it may not be best for big groups. The atmosphere is casual and the crowd is young.",4
Pai Northern Thai Kitchen,3788,Baber A.,"Wonderful experience overall! 
Ambience - the whole restaurant was great. We sat on the high tops. Perhaps not the most comfortable of seating which they can possibly improve on. 
Wait Time - we went on a Saturday without a reservation. It was an hour before closing. The place was still bustling. The wait was less than 20 mins which is more than reasonable. 
Food - we asked for the soup to be spicy and boy did they make sure that we indulged. It was spicy and we loved every sip of it! The entrees we shared and were just so good that we were tempted to order more but the kitchen closed by the time we came out of the coma. 
Will go again!",5
Pai Northern Thai Kitchen,3788,Carolyn H.,"We came here for lunch on a Monday and easily got a table. I know some reviewers mentioned you either need patience or a reservation, but that is probably only true for dinner.
The interior is reminiscent of a Thai street. The lighting is a bit dim and the speakers were blaring, and I kept having to remind myself it was monday at noon and not midnight on a Friday night. This might not be the best choice if you want to whisper sweet nothings into your special person's ear.
Luckily the food was good enough that I didn't mind foregoing in depth conversations as I shoveled food into my mouth. We ordered the pad thai and Panang beef. I've had enough mediocre pad Thai in my life that I wasn't expecting much, but this pad thai had the depth and layers of aroma that most lack. The beef was also quite good, but not sure it was better than other restaurant's.
All in all a good experience, but not sure it quite lives up to the 5 star hoopla that surrounds it. That said, there is nothing quite like some Thai spice to warm you up in the dead of winter.",4
Pai Northern Thai Kitchen,3788,Jonathan C.,Pai is my go-to place for Thai food in Toronto. Their green curry is to die for!,5
Pai Northern Thai Kitchen,3788,Maarz A.,"THE WORST CUSTOMER SERVICE EVER!  
I had lunch there couple years ago. Because the customer service was terrible, that's why I remember it so vividly.  The food was okay not Exceptional just OK. Here's what happened, I ordered the meal and then I wanted to add something to my order, but the server the way she snapped at me as if it is the end of WORLD for her change my order. Later on when we ordered mango juice and wanted to ask her to hold off the ice, but we were so scared to ask her again. My worst experience of Thai food.",1
Pai Northern Thai Kitchen,3788,Javier C.,"Taste: 5
Service: 5
Value: 4
Presentation: 5
Overall: 4.6 rounded up to 5
Hi and welcome to another episode of javing it with Javier. Let's see what we are javing today. I made a reservation about 2 months ago and it's been a very very long time since I last tried this place. Starting off we have the grabong which are fried buttercup fritters. I saw everybody ordering it so it must've been a popular choice. And for the main we have the chicken chef nuit pad thai. Let's dive right into the review.
Wow does the appetizer look big; piled up as high as it can go. The crispiness of it lathered with sweet garlic tamarind dip really enhanced the flavour. I was however most excited for their main dish. Don't underestimate the size, once I mixed the pad thai it filled the entire plate. I really enjoyed the texture of the noodles and the flavour was just perfect, in comparison to many pad thai places where the pad thai is pretty bland. I felt like I could taste the texture of each individual noodle in my mouth. My girlfriend mentioned that this place serves pad thai as authentic you can get compared to what they served in Thailand. Now that's pretty impressive! My girlfriend wanted to take the pictures this time because she says I take unflattering photos. I just wanted to mention to not pay attention to the smudge on the bottom left of the pad thai picture. That is definitely not her finger :P
Being as busy as they were, the staff were very friendly and we enjoyed a nice conversation with them. Being an asian restaurant I wanted to see if they would refill my water when I finished drinking it. To my surprise, they did without me asking!
The whole meal came out to approx $60 for two pad thais and the grabong. Generally, I would say this is on the pricier side of Toronto pad thai places, but comparing the portion size and the quality of the food it was pretty worth it in my opinion.
All in all, I think this is one of the best pad thai places in Toronto and I will make another reservation again. I wouldn't come on the weekends though as even on a Tuesday the wait would still be over 30 minutes unless you don't mind waiting. And that's it for today's episode of javing it with Javier. And remember food is life!",5
Pai Northern Thai Kitchen,3788,Amanda C.,Unreal & delicious! Best curry:D amazing food and can't wait to be back. chef Is the best I've ever encountered in Toronto.,5
Pai Northern Thai Kitchen,3788,Catherine H.,"We wanted Thai when we arrived in Toronto and we knew we should be able to find something good, because TO has so many family run restaurants with authentic home cooking. We found Pai Northern on Yelp and it was a 6 minute walk from  our hotel (even after a day of an now yesterday). We went for dinner last night expecting to just walk in  because with all snow we thought people would stay home. We arrived to a 45 minute wait. Not thrilled, but we had time and figured if this many people are willing to come out in a snow storm it must be good and it smelled amazing. We gave our phone number and grabbed a drink next door while waiting.  We were called back within 30 minutes, still took a few more minutes to get to our table when we got back.  The place has more space than you would think and it's a fun kitchi decor. We ordered Shrimp Chips, spring rolls and some items we couldnt pronounce. I had the third curry from the top in the curry selection on the menu. I'm sure the shrimp chips were very authentic, but I found them a little heavy compared to the cheap almost styrofoam chips you get in other places, but very tasty and came with a nice dip with garlic and a little something sweet. The spring rolls were perfect, very balanced and a nice light heat to the dipping sauce. My curry, with chicken, was the best curry I have ever had, from the curry flavor to the creamy texture and not one rubbery piece of chicken - all perfectly cooked tender pieces of white meat. Even my  son who  doesn't usually like curry said he would eat it again. I would highly recommend this place, great food, fun atmosphere and fast service! Perfect for just before or after a show or game!",4
Pai Northern Thai Kitchen,3788,F K.,"Covid times. Items were overpriced and I can't say I will come back for the food. Then menu is found via QR code and through your phone, and the issue we had was that certain items would be Grayed out and labeled sold out, but after seeing other people order the items, we asked our server about it and she said it was available.  I had the pad Thai with beef and I found it to be too tangy. Every Thai restaurant makes their pad Thai differently. Also had the $40 appetizer tray--fried squash was good and the pork skewers, the rest you can pass on. Egg rolls were good. I also had a lychee cocktail, pricey/small but worth a shot.",3
Pai Northern Thai Kitchen,3788,Daniel Y.,"Get ready to wait in line. Why is this place so damn busy every time! Must have some exceptional dishes, but I've yet to try them.",4
Pai Northern Thai Kitchen,3788,Jennefer K.,"we ordered takeout from Pai Northern Thai and we found it average if anything. The food was overly sweet, and the dishes did not offer anything to brag about to say the least. I dont think I would eat here again, maybe it's personal preference but i wasnt a huge fan. But I'll still give them 3 stars, because I have had worse...lol
jennefer",1
Pai Northern Thai Kitchen,3788,Katie B.,Yummy and arrived quickly. Vegan options available and accommodated my special requests.,5
Pai Northern Thai Kitchen,3788,Lilian L.,"Not your run of the mill Thai restaurant. Interesting decor with upbeat music playing in the background. Not a fan of dimly lit restaurants. I know it's supposed to set the mood but it only makes me sleepy lol. I sat at one of the tables with bar stools and it wasn't very comfortable. There are hooks on the side of the table to hook your bags and jackets to but I think it would have been better to have hooks on the walls for jackets. Weren't a lot of hooks and if you were wearing a long coat, it'll drag on the ground. 
My friends got the Khao pla tawt (fish) and Khao soi, and I got the ox tail. No complaints about the fish and the only thing my friend had to say about the khao soi was that it was a little too creamy for her but if that's your thing then give it a try. 
I enjoyed my ox tail dish very much! The sauce was amazing and there was more meat than I expected. Meat was fall off the bone so very very tender. Haven't tried anything else there but definitely planning to!
It's a nice touch that they added the Wi-Fi password and network on the menu but unfortunately, it didn't work when I was there (Dec 15).",4
Pai Northern Thai Kitchen,3788,Hannah D.,Excellent food and atmosphere! The food is extremely tasty and unique! Always stop here when in toronto!,5
Pai Northern Thai Kitchen,3788,Carlos G.,"Very lively ambiance and friendly staff.  The food was just okay.  I'm used to a side of condiments but they were very cheap.  One lime wedge, very little hot oil.  Left the dish bland even after I used all condiments.",3
Pai Northern Thai Kitchen,3788,Jim A.,"We came to Toronto for the night and saw Pai on Yelp. With so many good reviews we had to come and try it out ourselves. We were not disappointed. It was Friday night so the wait was about an hour, which is not unreasonable. The host was super friendly. We went to the bar next door while we waited. They also have a little lounge room with drinks and snacks while you wait if you choose to wait inside. Once we were seated we got drinks immediately. We got a pitcher of sangria which was amazing. We ordered a ton of appetizers and entrees, all which were delicious. Our server, Ivy was very attentive and friendly. I wish there was a Pai in New York! Would defiantly recommend this place to anyone who loves Thai food or wants to try something new.",5
Pai Northern Thai Kitchen,3788,Sophie P.,"Ohhh man, I am obsessed with Thai food. And Pai has been the best so far. It's so great I keep telling my partner that we are having take out Thai for both the wedding rehearsal dinner and after the ceremony, not kidding.
The larb was super delicious and so were their spring rolls and the yellow curry and the pad Thai. They also had that iced tea which you want to order at least 3 times. 
To finish off, order the mango sticky rice and you will not regret any over-eating.",5
Pai Northern Thai Kitchen,3788,Travelling C.,"Hands down my fave Thai restaurant bc they serve up the best papaya salad I've had in the GTA.
I judge every place by their papaya salad and am still so impressed with it.
Have to say that I love the vibe and it has fabulous food for great prices!",5
Pai Northern Thai Kitchen,3788,Tony B.,"I was in Toronto for the Real Estate Forum and decided to indulge in my Thai food cravings so I checked out PAI.
The first thing I noticed were the incredibly friendly staff. From the moment I walked in, to the moment I ordered my first drink. Try their caesar, you won't be disappointed!
It was a Tuesday night and it was busy. I had to wait about 10 minutes for my table. I had the papaya salad, Pad Thai and the green curry. All of these dishes came out one after the other and were all delicious! 
This will be my go-to Thai fix! 5 stars!",5
Pai Northern Thai Kitchen,3788,Hayley S.,"This place is f***ing cool! 
haha! I love the food so much. Got the pad thai with my mom on our way to see a Mirvish show! 
Next time I will remember to come super in advance, as the wait is pretty long, even though the placed is huge, it is packed with people everywhere. It is nice that you can order drinks at the bar while waiting though!
I am also in awe of whoever designed this restaurant. Every nook and corner is beautiful!
Bravo!!!",5
Pai Northern Thai Kitchen,3788,Roham D.,"We got the set menu, and it was great. All was fine and dandy until we got the bill, got charged around $700 for a table of 8!
Great food but Watch the bill!",2
Pai Northern Thai Kitchen,3788,R S.,"Delicious food. Best Thai food I've found in Toronto. Highly recommend the pad Thai, spring rolls and chicken dishes.",5
Pai Northern Thai Kitchen,3788,Ms. L.,"Excellent food, good service, fun atmosphere and the best Thai iced tea I've ever had. I got there 6:45 on a Friday night, my dinner companion arrived at 7, and we were seated at 7:05 because this place is huge! We were seated in the back-back-back room which was full and decorated with rock, funk and jazz paraphernalia. 
I couldn't understand the musical choice: beautiful soul, funk and blues songs chopped in half and replaced with the next soul, funk or blues song. Was it a live DJ? Or someone who thinks of these songs as background created a song track thinking who cares that you only get half to two-thirds of each song? Mistake.
Other than that, a great place. Will return.",5
Pai Northern Thai Kitchen,3788,Christina R.,"Killer spot loacted downstairs off Pearl. Intimate vibe with friendly staff and killer food. We got the squash fritters, pad thai with tofu and green curry with beef along with a pitcher of sangria. EVERYTHING was so good. The music was a bomb mix of reggae and current hits. The staff and my fellow eaters were a beautiful melange of young downtowners. This place hit on all counts. It was my first visit but won't be my last.",5
Pai Northern Thai Kitchen,3788,Chong T.,"This review is long overdue. I have taken many of my friends here for their 1st time and/or recommended this place and they absolutely love it (I'll be coming here again very soon...now for the review)
Rating: 4.5/5
I ended up coming here for my birthday (woo for getting older/wiser/closer to retirement?) during lunch with a few friends. Let me warn you now, GET THERE EARLY. In my experience (been there over 5 times) for dinner, get there before 6:00pm if you are walking in and for lunch, before 12:00pm.
Ordered:
1) Garlic Shrimp - 6 deep fried breaded black tiger garlic shrimp served with a sweet and spicy Thai chilli sauce.
- this was delicious, couldn't started off with a better appetizer 
- if you have a large group of say, 4 people, I highly recommend getting the Grabong for dinner, which is freshly shredded buttercup squash fritters
2) Chef Nuit Pad Thai w/chicken
- in my opinion, this is the best Pad Thai I have ever had in Toronto (I had great Pad Thai in Thailand before). Decent-sized portion with lots of flavour, by far, my absolute favourite in the city! 
- another favourite of mine is the Gaeng Masaman with braised beef - tender beef - you will absolutely love itttt!!!
Review:
I can't say enough about this place because I never leave disappointed (I have high expectations and I'm hard to please when it comes to food). If you are looking for some good Pad Thai and/or a place that won't hurt your wallet, come here! Reasonable prices, great food/service!
Helpful tips:
- No Reservations: if walking in, come before 12:00pm for lunch, 6:00pm for dinner (this place is pretty popular and I have seen long lines for dinner during the peak hours from 6:30-8:00pm 
- Recommendations: Order Pad Thai, Masaman with braised beef, Garlic Shrimp, Squash Fritters, they even have REALLY GOOD SANGRIA!
- Seating: lots of tables for 2's/4's. May be a bit tight in the middle since all the tables are close together where it is easy to overhear a conversation from your neighbours. They just opened up some additional space in the back, so they can take more people in. If you have a large party of say 16, they do have a private room hidden behind the bar.
- Environment: good place for a reunion, date, place is hipster",4
Pai Northern Thai Kitchen,3788,Victor W.,"We found Pai while wandering around Toronto and looking for well-reviewed places to eat. The restaurant did not disappoint. Walking down the stairs from street level, the place was packed with people but we were seated immediately. It's a very relaxed atmosphere with friendly staff, cool decor, and clean restrooms.
The food is insanely good. We started with the Thai Chicken Wings which were crispy and delicious. For entrees, we had the Chef Nuit Pad Thai and the Khao Soi and both were to die for. The food arrived fast, tasted great, and left me wanting to return to try some of the other things on the menu.
If you're in Toronto and want some great Thai, get to Pai.",5
Pai Northern Thai Kitchen,3788,Cecilia T.,First time at Pai and I thought it was better than average. Not as good as Sukhothai but the regional flavours are different as Pai focuses on northern specialities. I had some curry egg noodle and the braised beef was DELICIOUS. Would come back and try other dishes.,4
Pai Northern Thai Kitchen,3788,Lynn C.,"I'm torn between giving this place a three or a four star, but i think I'm going to go with four. The food here is good. Like, really good. Apparently the previous chef from Khao San Road is here cookin' up a storm with even more authentic Thai selections. The place is also decorated with detail as well, feeling like you've walked onto an Asian island - even the bathroom doors are made with panels of wood and wooden bolts. There are seatings with beautiful pillows on the floor, where you have to take off your shoes. 
But the place is busy. We went at around 7 to put our name down and waited next door at the bar to be called at around 8. We were seated at one of those floor tables and proceeded to order rather quickly - five dishes for five people: thai green curry that comes in a coconut, pad gra prow with beef (my favourite), pad thai, kha soi, and a thai fried rice with chicken...and at 9 pm, almost an hour after we ordered our food, they arrived. 
I would really like to eat back here again, but my friends who have experienced the exact same timing issue the last time they were there probably would not be too keen on this...so now to con someone else to come with me...",4
Pai Northern Thai Kitchen,3788,Peter L.,"Hands down, this is my favorite Thai restaurant in Toronto. Tom Yum soup is quite generous and can be a meal by itself. However, my favorite dish would have to be the pad gra pow.
I think everybody should try this",5
Pai Northern Thai Kitchen,3788,Josephine L.,"This place is IT!!! The BEST Thai food I've had outside of Thailand. I'm from NYC which is filled with so many Thai restaurants but sadly I have to come all the way to TO for the best. For appetizers: the grabong- so crispy and savory but a little sweet, the Miang Kung if you want something interesting and very authentic. For entrees: I always have such a hard time deciding between pad gra prow (minced pork) and Khao soi- they are both ridiculously good. I always have been meaning to try the fried fish because it was something I ate so much while in south east asia but I can never not choose Pad Gra Prow or Khao Soi. The pad thai is also amazing. Anything you choose, you really can't go wrong at this restaurant. It's always crowded but 100% worth the wait.",5
Pai Northern Thai Kitchen,3788,Deborah B.,Amazing food and good drinks too! The place is loud and the service is slow but nothing beats the taste.,5
Pai Northern Thai Kitchen,3788,Gordon K.,"I thought I posted a review, but apparently not! This is definitely a great place for lunch as well as a date / friends night out. Prices are a bit pricey, but the quality and quantity of food is decent. They are almost always packed during the busy times, so either go a bit earlier or a bit later for lunch. I wouldn't really recommend Pai for more than a party of 4 people as the tables aren't really suited for larger party sizes. For lunch, you can head over to the Pai market (head towards the washroom area) and you can have their dish of the day.
I have not had a bad dish here, but I would definitely recommend the Gaeng Massaman or the Kao Soi. But their pad thai is pretty good alongside of the Gang Kiaw Wan (it's curry...served in a coconut, which is a pretty popular dish).
Service: 4/5
Food: 5/5 (was...cooked enough, i think?)
Price: 4/5
Overall: 4.5 / 5 (Their dishes are always consistent and the kitchen is super efficient.)",5
Pai Northern Thai Kitchen,3788,Enid C.,"After watching a TIFF movie at the Scotiabank theatre, my friends and I walked to this restaurant, seeing how it has really good reviews. We were welcomed by a really friendly (and cute!) server and seated immediately. The environment, as said by my friends, is very much like Thailand. Lighting is very dim, but sets the a nice mood for being loud and social. Our waiter was very friendly and talkative which contributed to part of our positive experience.
I ordered the green curry in a coconut ($16), mainly because I wanted to eat out of a coconut haha! I asked for mild and it was the perfect amount of spicyness - not too overwhelming but still has that nice kick. I could not finish the whole dish because it was just so filling. The coconut could not fit all of the curry so they put it into another bowl which I barely touched because eating everything out of the coconut already made me full. The presentation of the dish was very appetizing to look at and I had an enjoyable time eating my dish. The prices are average which is why I only gave it 4 stars but the food was AMAZING.
I will definitely come back to try the pad thai whenever I'm in downtown!
TL;DR amazing food, fun environment, average price but would definitely come back",4
Pai Northern Thai Kitchen,3788,Harini S.,I had Pad Thai vegetarian and it was sooo good. My husband and I came here for lunch after reading all the Yelp reviews. The service was great! The ambience was very hippie. I liked how they served my dish on plantain leafs over a plate which gave a very authentic feel. I also had a Pai Sangria which was very fresh and colorful. They told us they could make most of their menu items vegan which actually gave us several choices.,5
Pai Northern Thai Kitchen,3788,Tim H.,"Great Thai food and friendly service. Great flavor and freshness in the morning glory vegetable side dish.  The tofu pad thai had tons of fresh veggies in it.  Also had a Northern Thai ground chicken dish that was good.  
I liked that their Thai iced tea wasn't overly sweet. 
Would definitely come back here.",4
Pai Northern Thai Kitchen,3788,Samtha K.,"To start off with, the ambience of the restaurant was lovely on a Friday afternoon. We had to wait for 20 minutes for a table which was OK since we read great reviews about this place. Most dishes had the option to make it vegan.
Dishes ordered: Papaya Salad, Panag Curry, Green Curry and Fried Rice",5
Pai Northern Thai Kitchen,3788,Kevin B.,"Did not live up to the hype from Social media and BlogTO. The food on their website and on Instagram looks very appealing and eye catching, but in reality I found their food to be quite disappointing. Portions are very small in comparison to the price you pay for each item. Three BBQ pork Skewers (Moo Ping) costs $12, something you can eat in 2 min as a light snack. Three veggie Spring Rolls costs $10, again something that should be at least half the price. Their signature Khao Soi is similar to an average Indian style coconut milk curry with a small side of noodles (Barely any crispy noodle garnish). To top it off their famous Thai Iced Tea comes in a little bottle that you have to pour in a glass and add your own ice in order to drink. We couldn't enjoy this drink properly since we were walking on the street, we were expecting a ready made drink in a cup that you drink from already made.
Because of COVID and lockdown restrictions in Toronto we are not allowed in, even for Takeout pickup you must wait on the sidewalk and pay outside. They do not split bills on takeout orders for some reason.",2
Pai Northern Thai Kitchen,3788,Tono M.,"Went to this restaurant without reading any reviews and what a great choice. We were seated right away by a very pleasant host. 
The server was great, pleasant,  efficient, and personable. 
We had a curry and soup  (can't remember the name but it had lemon grass). Both were absolutely delicious.
If you're n the area, try this place out.",5
Pai Northern Thai Kitchen,3788,Farrah N.,"Absolutely the best thai food I've had in Toronto. 
Was craving some authentic thai during a 2 month stay in the beautiful Toronto during winter. This place does it. It's in a super cool spot (although parking is a pain), with a playful menu, but the flavors are 10/10. 
Love the curry noodles and beef stew and pad thai. The shredded pork with rice and egg are a must! Order everything if your wallet allows, portions are not that big. Cocktails are strong and tasty. 
We went late afternoon and there was no wait. Service was a little slow and prices are a little high though but I will be back for more each visit!",5
Pai Northern Thai Kitchen,3788,Theresa F.,"After dropping off our things at our Airbnb and a quick Yelp search, we were on our way to Pai Northern Thai Kitchen. 
We ordered two Thai iced teas, shrimp Pad Thai, and shrimp Pad Gra Prow.  The Thai iced tea was perfectly sweet (as it should be), and the shrimp Pad Thai was probably the best Pad Thai dish I have ever had. Ever. I didn't try Howard's Pad Gra Prow, but he killed it and then he killed the rest of my Pad Thai.
The Yelp reviews are truth. Come here. Wait for a bit if you have to. It is so worth it!",5
Pai Northern Thai Kitchen,3788,Isabelle W.,"A must try! One of my favorite places to go for Thai food. Definitely for a heavier pallet but so flavorful and not overwhelming /competing tastes. Everything is delicately balanced be it the textures, visual presentation, and tastes are layered. Absolutely delicious when your first taste is delightful and follows with a 2nd taste in that same bite. That's when you know there's true art to the amazing food pieces they serve. 
Environment and ambiance is very warm, always packed, and relaxed vibe. When I have food friends in town, it's always a top of mind place to go and never fails to deliver and awe my guests though that are worldly travelers!",5
Pai Northern Thai Kitchen,3788,Daniel F.,"Environment was wonderfully decorated. Fast-paced 70's music in the background to rush the customers--long wait time at dinner. On to the food:
Curry was good! Encapsulated in a caccoon of flavor. The coconut bowl complimented it well. I prefer my curry with potatoes but I didn't mind. Thai tea standard. Service was good (shout out to the pregnant lady. You were beast mode and hope you had a wonderful baby by the time of this posting!) 
Word of warning! The doorway doesn't provide clear WATCH YOUR STEP sign and I slipped (shout out to the man I accidentally nudged on my descent)",4
Pai Northern Thai Kitchen,3788,Jack N.,Best restaurant in Toronto! The food and atmosphere was second to none. Their level of their spicy is insane and you will have a fun time if you love spicy food!,5
Pai Northern Thai Kitchen,3788,Mo G.,"My people!! The waitress was so nice and the food was extremely authentic and delicious!! Would def go back!! Sticky rice and mango was legit! Differentiating ""Farang spicy"" and ""Thai spicy""  was def clever and hilarious to me. Their cocktails were amazing as well! Love the place very much!",5
Pai Northern Thai Kitchen,3788,Bruce G.,"This is probably the best Thai food in Toronto. I've never been to Khao San road before they closed, but this one hits the spot.  The decor inside is like a thai backpacking place - very original.  It is in the basement, but very spacious - which unfortunately does not mean that there's always space - more often than not it is completely full and you have to wait.  Bad for people who never wait for any restaurant (like me), so just move on.
Otherwise, the food is amazing.  My Pad Thai with chicken was just right, exact combination of sauce, noodles and meat.  My girflriends veggie dish was also very well cooked and had amazing flavor - a rarity for vegetarian dishes.  They have a good selection of beer and the service is pretty good.",4
Pai Northern Thai Kitchen,3788,Tom B.,Second time I've been here and it's always great. If you can call ahead that's best since there's always a line!,5
Pai Northern Thai Kitchen,3788,Logesh P.,"Excellent ambiance and food! Elective decor, perfect for grabbing a bite and chatting with people at the bar",5
Pai Northern Thai Kitchen,3788,Sha Y.,"Ever since I came back from Thailand, I've been looking for a good Khao Soi soup but unfortunately everything paled in comparison to what I had over there...But I'm so happy to say that the one at Pai Thailand comes pretty darn close!! Unfortunately...or fortunately..I don't live in Toronto, or else I would be there quite often. It is a pretty rich soup but so worth it! Def add the marinated veggies, it takes the soup to a whole other level. I wish they gave more though. Next time I'm in town, I will def try the green curry dish as well!",4
Pai Northern Thai Kitchen,3788,Maura K.,"Best Thai food I have ever had!!
There is a wait time but the food is worth waiting for. 
The food was amazing and the service was great.",5
Pai Northern Thai Kitchen,3788,Jessica W.,"Finally made it here! Arrived around 7 on a Saturday night and was told we would have to wait about 45 minutes but we were seated after 20. Started off with cocktails.. Loved the Plum Mule. 
Once at our table, everything was great. Really friendly server with some great recommendations. We loved all of our food! It's a fun and busy place and we all left feeling happy! 
Will definitely return!",5
Pai Northern Thai Kitchen,3788,Kevin N.,"The food is really good. I went during lunch time, I ordered shrimp fried rice. But I ended up getting chicken fried rice. I sent it back and I had to wait until I got the right order. I recommend this place!",4
Pai Northern Thai Kitchen,3788,Lilian C.,"I ordered chicken fried rice. Big portion but a bit oily side if you are very health conscious. I like it anyways. Curry on the sweet side, but that's the same for every Thai restaurant, just not my style.",4
Pai Northern Thai Kitchen,3788,Justin M.,"Everything on the menu is blessed. My go-to is the pad Thai but I've tried many appetizers and am always pleasantly surprised at how delicious they are. 
Love the environment and ambience as well. The only downside is that on evenings its extremely difficult to find seating, as expected! Overall highly recommend for anyone that enjoys Thai food in Toronto",5
Pai Northern Thai Kitchen,3788,Ori M.,"Thank god we finally were able to get a table. This place is busy from morning till night (good for them). I really had a great time eating at Pai. They know how to make authentic Thai food and the make it feel as if you're back in Thailand. One thing I would recommend is make sure you book a table in advance (at least 2 weeks). Also, try the Pad Thai (I know baassicc) but it was delish!",5
Pai Northern Thai Kitchen,3788,Jessie H.,"My favorite spot for quick lunch and dinner, it was right next to my office. One of the best pad Thai in town. Love the food and the atmosphere! If your office is near pai or you love ordering out for lunch, don't miss out on their lunch market place. Great bang for your buck, offers a different special every day. Check out my last picture, I forgot what it was called, it was rolled up rice noodles in a stewed pork belly sauce, a very interesting and good tasting dish to try.",5
Pai Northern Thai Kitchen,3788,Ann A.,"Excellent place for Thai food. We had the spring rolls to start, followed by the chicken pad thai, chicken, Khao Pad Thamada, and pad gra prow. Everyone loved the spring rolls, they were hot and fresh.  My favourite was the chicken pad Thai. It's exactly what you expect a good pad Thai to be- heavy on flavour, hearty but not too greasy. I had the mild version but then added quite a bit of their chilli sauce. The Khao Pad Thamada which is more of a fried rice had surprisingly good flavor but left a little to be desired. I would more likely order the noodles again. The vibe was casual and relaxed, and their prices were very reasonable. Will definitely be coming back when I'm in the area!",4
Pai Northern Thai Kitchen,3788,Brian C.,"Overall I really like this place. I LOVE Thai food and I'm very picky when it comes to flavor and spice.
Got 2 orders of the Thai wings to start. And a sangria to drink (delicious)
I ordered the pad Thai with shrimp and a side of crispy pork on the side. There's 5 level of spicy I got the 4th one. I wasn't sure how spicy I wanted it, even though I love spicy I want to be able to enjoy it.
The good was spicy BUT it wasn't too spicy. The server was nice enough to bring me a side of their super spicy chili oil, which then made it super super spicy. which I didn't mind because at least I didn't get it all over my food. I like to control my spicyness if I have an option lol. 
We waited about 40/50mins for a table, which wasn't too bad. I was set to eating here so we waited. Make sure to check in with the host every 20/30 min cuz even though they said they'll text you when your table is ready sometimes they forget.",5
Pai Northern Thai Kitchen,3788,Emily C.,"My first experience here was on a Wednesday afternoon right before the Kinky Boots show in Alexandra theatre. The experience was so great that I instantly knew I'd found a good go-to Thai restaurant. 
The interior is bustling with life, with a Jamaican-Thai feel. They even have hooks on the posts beside the tables where you can hang your bag, jacket, or umbrella. It's pretty great!
The service here was exceptional. All the servers here were super down to earth and catered to my needs before I even realized my needs myself. Like one of the servers came and asked us if we needed chopsticks. I didn't know if they had chopsticks and the thought didn't even cross my mind so I'm happy he brought it up.
The beef noodle soup was SOOOO good and so flavourful. I'm probably not well-versed enough in the world of Thai food to be a dependable critic, but the soup tasted more than just salt and broth. It was delicious, and the beef was very tender. Also the portions were great for the price. I split the noodle soup and pad thai with my cousin and we hardly put a dent in the pad thai because we tried to finish all the delicious soup while it was still fresh.
Definitely will recommend to all my friends.",5
Pai Northern Thai Kitchen,3788,Robinn C.,"Pai has a wonderful atmosphere when you enter the restaurant. Much like entering a secret bar that also serves delicious foods. The food is very much like eating in the streets of Thailand, with fresh ingredients and comfortable ambience. When I went, it was very crowded but we were able to sit down in about 15 to 20 minutes. 
I would definitely come back again! Overall, Pai is a great place to go to, and it definitely will make you feel like you travelled to Thailand to eat the food. :)",4
Pai Northern Thai Kitchen,3788,Rose W.,Great food at this restaurant - one of our favourite Thai places in downtown Toronto! I really like their Pad Thai!,5
Pai Northern Thai Kitchen,3788,Mandy M.,"I had the Pad Cha Het while my boyfriend had the green curry. We also shared the vegetarian fried spring rolls. Note - we ordered take out so the green curry wasn't served in a coconut. 
The food overall was pretty good however, we were really disappointed about the portions. Not sure if it's the same dining in but we decided to add shrimp for an additional $3 and only got 1 SHRIMP. Considering that the meal came to be $21, the portions definitely don't round up near to that. Just a little heads up if you're deciding to do delivery. We'll definitely dine in next time.",3
Pai Northern Thai Kitchen,3788,Tyler D.,This time I had the pad gra prow (with beef) and I think it has taken over the green curry as my new favourite dish! Also had the squash fritters which were really good!,5
Pai Northern Thai Kitchen,3788,Paul G.,"Not bad.   I have had better.  I did like the ample supply of wasabi. :).  
I would think that people will like the selection",3
Pai Northern Thai Kitchen,3788,Kurt P.,"Great atmosphere, awesome cocktails, SUPER fast service and delicious food. Win!
Really enjoyed all the food and drinks we ordered!",5
Pai Northern Thai Kitchen,3788,Katie C.,"Yummm. This ended up being a perfect weeknight spot to have dinner with coworkers on a business trip. There was a nice lively atmosphere, good drink selection, and the food was delicious! It was a little busy so would recommend making a reservation, but we got lucky and got a table within just a few minutes. There were a decent number of gluten free options, and I ended up going with the Pad Thai. It was SO good. The sauce was really next level. Everyone seemed to enjoy their meal. Would love to come back and try more dishes!",5
